IDENPA;Country Name;EDAD;Grupo_Edad;SEXO;Sexo_Labels;REEDUC.3;Anos_Estudio_Limpio;P23STM.1;Confianza_TV_Limpia;P23STM.2;Confianza_Redes_Limpia;P23STM.3;Confianza_Otro_Limpia;P30ST.A;P30ST.B;P30ST.C;P30ST.D;P30ST.E;P28ST;P28ST.A;P28ST.B;P28ST.C;P28ST.D;P29ST.A;P29ST.B;P29ST.C;P29ST.D;P29ST.E
32.0;Argentina;38.0;36-45;1.0;Hombre;-3.0;;-5.0;;-3.0;;-3.0;;-1.0;-1.0;-1.0;-1.0;-1.0;2.0;2.0;3.0;2.0;3.0;3.0;4.0;3.0;3.0;3.0
32.0;Argentina;78.0;66+;1.0;Hombre;-3.0;;8.0;8.0;6.0;6.0;5.0;5.0;2.0;-1.0;-1.0;-1.0;2.0;3.0;2.0;1.0;3.0;-5.0;2.0;4.0;3.0;-1.0;-1.0
32.0;Argentina;81.0;66+;1.0;Hombre;-3.0;;1.0;1.0;8.0;8.0;9.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;2.0;2.0;2.0;1.0;2.0;-1.0;-1.0;-1.0;-1.0;-1.0
32.0;Argentina;57.0;56-65;2.0;Mujer;-3.0;;6.0;6.0;8.0;8.0;-3.0;;1.0;2.0;2.0;-1.0;-1.0;3.0;2.0;1.0;3.0;-5.0;1.0;1.0;1.0;-1.0;-1.0
32.0;Argentina;75.0;66+;2.0;Mujer;-3.0;;8.0;8.0;1.0;1.0;-3.0;;2.0;-1.0;2.0;2.0;2.0;1.0;2.0;2.0;1.0;3.0;3.0;3.0;3.0;2.0;3.0
32.0;Argentina;37.0;36-45;1.0;Hombre;-3.0;;8.0;8.0;1.0;1.0;-3.0;;2.0;2.0;-1.0;2.0;2.0;2.0;1.0;1.0;2.0;-5.0;2.0;2.0;3.0;2.0;3.0
32.0;Argentina;19.0;16-25;2.0;Mujer;5.0;5.0;7.0;7.0;1.0;1.0;9.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;1.0;3.0;1.0;3.0;2.0;3.0;2.0;2.0;2.0
32.0;Argentina;50.0;46-55;2.0;Mujer;-3.0;;8.0;8.0;1.0;1.0;9.0;9.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;2.0;2.0;2.0;3.0;3.0;3.0;3.0;3.0
32.0;Argentina;68.0;66+;2.0;Mujer;-3.0;;6.0;6.0;-3.0;;-3.0;;2.0;-1.0;-1.0;-1.0;-1.0;2.0;2.0;1.0;2.0;-5.0;1.0;-1.0;-1.0;-1.0;-1.0
32.0;Argentina;22.0;16-25;1.0;Hombre;5.0;5.0;5.0;5.0;4.0;4.0;8.0;8.0;3.0;3.0;2.0;2.0;2.0;1.0;1.0;3.0;1.0;-5.0;3.0;3.0;3.0;2.0;3.0
32.0;Argentina;30.0;26-35;2.0;Mujer;2.0;2.0;1.0;1.0;3.0;3.0;8.0;8.0;2.0;-1.0;-1.0;-1.0;-1.0;1.0;1.0;-5.0;2.0;-5.0;2.0;-1.0;-1.0;-1.0;-1.0
32.0;Argentina;39.0;36-45;2.0;Mujer;-3.0;;4.0;4.0;-3.0;;-3.0;;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;2.0;-5.0;2.0;-5.0;3.0;3.0;2.0;2.0;-1.0
32.0;Argentina;41.0;36-45;1.0;Hombre;-3.0;;8.0;8.0;3.0;3.0;-3.0;;2.0;-1.0;-1.0;2.0;2.0;2.0;2.0;1.0;2.0;-5.0;2.0;-1.0;2.0;-1.0;-1.0
32.0;Argentina;77.0;66+;1.0;Hombre;-3.0;;1.0;1.0;3.0;3.0;8.0;8.0;3.0;3.0;2.0;3.0;3.0;3.0;-5.0;1.0;3.0;3.0;4.0;4.0;2.0;4.0;4.0
32.0;Argentina;52.0;46-55;1.0;Hombre;-3.0;;1.0;1.0;7.0;7.0;6.0;6.0;2.0;2.0;2.0;2.0;2.0;3.0;2.0;1.0;1.0;3.0;2.0;1.0;3.0;2.0;4.0
32.0;Argentina;26.0;26-35;2.0;Mujer;2.0;2.0;8.0;8.0;6.0;6.0;-3.0;;-1.0;-1.0;-1.0;-1.0;-1.0;2.0;2.0;2.0;2.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0
32.0;Argentina;49.0;46-55;2.0;Mujer;-3.0;;1.0;1.0;8.0;8.0;-3.0;;-1.0;-1.0;-1.0;-1.0;-1.0;3.0;3.0;1.0;3.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0
32.0;Argentina;46.0;46-55;2.0;Mujer;-3.0;;8.0;8.0;9.0;9.0;6.0;6.0;2.0;2.0;2.0;2.0;2.0;3.0;3.0;1.0;3.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0
32.0;Argentina;22.0;16-25;1.0;Hombre;-3.0;;8.0;8.0;6.0;6.0;7.0;7.0;2.0;-1.0;-1.0;-1.0;-1.0;1.0;1.0;3.0;2.0;1.0;2.0;-1.0;-1.0;-1.0;-1.0
32.0;Argentina;53.0;46-55;1.0;Hombre;-3.0;;1.0;1.0;8.0;8.0;7.0;7.0;2.0;3.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;3.0;2.0;2.0;2.0
32.0;Argentina;39.0;36-45;1.0;Hombre;-3.0;;1.0;1.0;4.0;4.0;7.0;7.0;2.0;3.0;3.0;2.0;2.0;1.0;1.0;3.0;1.0;3.0;2.0;4.0;2.0;2.0;3.0
32.0;Argentina;24.0;16-25;2.0;Mujer;5.0;5.0;8.0;8.0;7.0;7.0;5.0;5.0;2.0;3.0;2.0;3.0;2.0;3.0;1.0;1.0;3.0;3.0;2.0;4.0;2.0;3.0;4.0
32.0;Argentina;35.0;26-35;1.0;Hombre;-3.0;;1.0;1.0;8.0;8.0;7.0;7.0;2.0;2.0;3.0;2.0;2.0;3.0;1.0;1.0;3.0;3.0;2.0;-1.0;4.0;-1.0;-1.0
32.0;Argentina;72.0;66+;2.0;Mujer;2.0;2.0;1.0;1.0;8.0;8.0;9.0;9.0;2.0;4.0;2.0;2.0;2.0;3.0;3.0;1.0;3.0;3.0;3.0;3.0;2.0;2.0;3.0
32.0;Argentina;82.0;66+;1.0;Hombre;-3.0;;8.0;8.0;9.0;9.0;1.0;1.0;2.0;-1.0;2.0;-1.0;2.0;1.0;1.0;-5.0;2.0;2.0;3.0;4.0;3.0;2.0;3.0
32.0;Argentina;81.0;66+;2.0;Mujer;-3.0;;1.0;1.0;3.0;3.0;7.0;7.0;2.0;-1.0;-1.0;2.0;2.0;1.0;1.0;3.0;1.0;3.0;2.0;3.0;3.0;2.0;-1.0
32.0;Argentina;20.0;16-25;2.0;Mujer;2.0;2.0;8.0;8.0;7.0;7.0;3.0;3.0;2.0;2.0;2.0;2.0;3.0;1.0;1.0;3.0;1.0;1.0;2.0;3.0;3.0;2.0;2.0
32.0;Argentina;39.0;36-45;2.0;Mujer;2.0;2.0;8.0;8.0;3.0;3.0;1.0;1.0;2.0;-1.0;2.0;2.0;-1.0;3.0;1.0;1.0;3.0;2.0;1.0;4.0;4.0;3.0;4.0
32.0;Argentina;60.0;56-65;2.0;Mujer;-3.0;;1.0;1.0;4.0;4.0;8.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;1.0;1.0;3.0;-5.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0
32.0;Argentina;29.0;26-35;1.0;Hombre;-3.0;;8.0;8.0;7.0;7.0;1.0;1.0;2.0;-1.0;2.0;2.0;2.0;1.0;1.0;3.0;1.0;2.0;2.0;3.0;2.0;2.0;-1.0
32.0;Argentina;77.0;66+;1.0;Hombre;-3.0;;1.0;1.0;3.0;3.0;6.0;6.0;2.0;3.0;3.0;1.0;3.0;3.0;3.0;1.0;2.0;2.0;2.0;4.0;4.0;2.0;4.0
32.0;Argentina;60.0;56-65;2.0;Mujer;2.0;2.0;8.0;8.0;9.0;9.0;2.0;2.0;2.0;-1.0;3.0;2.0;-1.0;3.0;2.0;1.0;2.0;-5.0;-1.0;-1.0;3.0;2.0;3.0
32.0;Argentina;60.0;56-65;1.0;Hombre;-3.0;;1.0;1.0;6.0;6.0;8.0;8.0;2.0;-1.0;2.0;2.0;-1.0;3.0;2.0;1.0;1.0;-5.0;2.0;3.0;2.0;2.0;3.0
32.0;Argentina;26.0;26-35;2.0;Mujer;2.0;2.0;8.0;8.0;6.0;6.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;3.0;1.0;2.0;2.0;3.0;2.0;4.0;2.0;2.0;2.0
32.0;Argentina;22.0;16-25;1.0;Hombre;3.0;3.0;1.0;1.0;5.0;5.0;6.0;6.0;1.0;3.0;2.0;3.0;3.0;1.0;1.0;2.0;2.0;3.0;1.0;4.0;4.0;2.0;2.0
32.0;Argentina;51.0;46-55;2.0;Mujer;2.0;2.0;1.0;1.0;3.0;3.0;7.0;7.0;2.0;2.0;1.0;2.0;-1.0;2.0;2.0;2.0;2.0;3.0;2.0;2.0;2.0;-1.0;3.0
32.0;Argentina;51.0;46-55;1.0;Hombre;-3.0;;3.0;3.0;-3.0;;-3.0;;2.0;2.0;-2.0;2.0;-1.0;1.0;3.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0
32.0;Argentina;22.0;16-25;1.0;Hombre;-3.0;;6.0;6.0;3.0;3.0;1.0;1.0;2.0;2.0;1.0;2.0;3.0;3.0;3.0;1.0;3.0;3.0;1.0;2.0;2.0;2.0;3.0
32.0;Argentina;29.0;26-35;1.0;Hombre;-3.0;;3.0;3.0;1.0;1.0;7.0;7.0;-1.0;-1.0;2.0;-1.0;-1.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;2.0;2.0;3.0
32.0;Argentina;73.0;66+;1.0;Hombre;-3.0;;3.0;3.0;1.0;1.0;7.0;7.0;2.0;2.0;1.0;-1.0;-1.0;2.0;2.0;1.0;2.0;3.0;2.0;2.0;2.0;-1.0;3.0
32.0;Argentina;29.0;26-35;2.0;Mujer;-3.0;;8.0;8.0;1.0;1.0;9.0;9.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;3.0;1.0;2.0;1.0;2.0;2.0
32.0;Argentina;62.0;56-65;2.0;Mujer;5.0;5.0;6.0;6.0;1.0;1.0;3.0;3.0;2.0;-1.0;1.0;-1.0;-1.0;3.0;2.0;2.0;3.0;3.0;2.0;3.0;2.0;2.0;3.0
32.0;Argentina;41.0;36-45;1.0;Hombre;-3.0;;9.0;9.0;1.0;1.0;7.0;7.0;2.0;3.0;2.0;3.0;2.0;1.0;1.0;3.0;2.0;2.0;2.0;3.0;2.0;3.0;4.0
32.0;Argentina;32.0;26-35;2.0;Mujer;-3.0;;3.0;3.0;6.0;6.0;1.0;1.0;2.0;-1.0;2.0;2.0;-1.0;3.0;3.0;2.0;-5.0;3.0;2.0;-1.0;3.0;-1.0;3.0
32.0;Argentina;22.0;16-25;2.0;Mujer;-3.0;;8.0;8.0;9.0;9.0;1.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;2.0;3.0;4.0
32.0;Argentina;26.0;26-35;2.0;Mujer;5.0;5.0;8.0;8.0;7.0;7.0;6.0;6.0;2.0;3.0;3.0;2.0;-1.0;1.0;2.0;2.0;2.0;2.0;2.0;3.0;3.0;2.0;-1.0
32.0;Argentina;22.0;16-25;1.0;Hombre;5.0;5.0;9.0;9.0;8.0;8.0;5.0;5.0;2.0;3.0;2.0;3.0;-1.0;2.0;2.0;1.0;2.0;2.0;2.0;3.0;3.0;2.0;3.0
32.0;Argentina;23.0;16-25;2.0;Mujer;4.0;4.0;6.0;6.0;7.0;7.0;8.0;8.0;2.0;3.0;3.0;2.0;2.0;1.0;1.0;3.0;1.0;1.0;1.0;3.0;3.0;2.0;1.0
32.0;Argentina;57.0;56-65;1.0;Hombre;-3.0;;8.0;8.0;1.0;1.0;9.0;9.0;2.0;3.0;3.0;2.0;2.0;1.0;1.0;1.0;2.0;2.0;2.0;3.0;3.0;2.0;3.0
32.0;Argentina;75.0;66+;2.0;Mujer;-3.0;;-5.0;;-3.0;;-3.0;;2.0;-1.0;2.0;-1.0;-1.0;1.0;1.0;-5.0;-5.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0
32.0;Argentina;32.0;26-35;1.0;Hombre;-3.0;;8.0;8.0;9.0;9.0;7.0;7.0;2.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;4.0;4.0;2.0;-1.0
32.0;Argentina;52.0;46-55;2.0;Mujer;6.0;6.0;8.0;8.0;1.0;1.0;9.0;9.0;2.0;3.0;2.0;2.0;2.0;1.0;1.0;3.0;1.0;2.0;2.0;3.0;2.0;2.0;3.0
32.0;Argentina;83.0;66+;1.0;Hombre;-3.0;;8.0;8.0;9.0;9.0;7.0;7.0;2.0;3.0;3.0;3.0;3.0;1.0;1.0;3.0;1.0;1.0;2.0;4.0;2.0;3.0;-1.0
32.0;Argentina;47.0;46-55;1.0;Hombre;7.0;7.0;1.0;1.0;7.0;7.0;4.0;4.0;3.0;3.0;3.0;3.0;3.0;1.0;2.0;2.0;2.0;3.0;2.0;2.0;2.0;2.0;2.0
32.0;Argentina;41.0;36-45;2.0;Mujer;4.0;4.0;8.0;8.0;6.0;6.0;1.0;1.0;3.0;3.0;3.0;3.0;-1.0;1.0;1.0;3.0;2.0;2.0;2.0;3.0;3.0;3.0;3.0
32.0;Argentina;24.0;16-25;1.0;Hombre;-3.0;;6.0;6.0;1.0;1.0;8.0;8.0;2.0;-1.0;2.0;2.0;2.0;3.0;3.0;1.0;3.0;3.0;3.0;3.0;2.0;2.0;3.0
32.0;Argentina;30.0;26-35;2.0;Mujer;-3.0;;8.0;8.0;1.0;1.0;3.0;3.0;2.0;-1.0;-1.0;-1.0;-1.0;1.0;1.0;2.0;1.0;3.0;1.0;-1.0;2.0;2.0;-1.0
32.0;Argentina;59.0;56-65;1.0;Hombre;-3.0;;6.0;6.0;1.0;1.0;9.0;9.0;4.0;3.0;3.0;-1.0;-1.0;3.0;3.0;3.0;3.0;3.0;-1.0;-1.0;3.0;-1.0;-1.0
32.0;Argentina;22.0;16-25;2.0;Mujer;-3.0;;7.0;7.0;8.0;8.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0
32.0;Argentina;37.0;36-45;2.0;Mujer;2.0;2.0;8.0;8.0;3.0;3.0;6.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;2.0;3.0;2.0;2.0;2.0;-1.0;-1.0;-1.0;-1.0;-1.0
32.0;Argentina;43.0;36-45;1.0;Hombre;7.0;7.0;1.0;1.0;7.0;7.0;6.0;6.0;2.0;-1.0;-1.0;-1.0;2.0;1.0;1.0;3.0;2.0;3.0;1.0;3.0;4.0;4.0;4.0
32.0;Argentina;43.0;36-45;2.0;Mujer;-3.0;;3.0;3.0;8.0;8.0;9.0;9.0;2.0;2.0;3.0;2.0;2.0;2.0;2.0;1.0;3.0;3.0;2.0;3.0;3.0;2.0;2.0
32.0;Argentina;68.0;66+;1.0;Hombre;-3.0;;1.0;1.0;3.0;3.0;7.0;7.0;2.0;3.0;3.0;2.0;2.0;2.0;1.0;1.0;3.0;2.0;1.0;4.0;4.0;2.0;2.0
32.0;Argentina;40.0;36-45;1.0;Hombre;-3.0;;1.0;1.0;7.0;7.0;9.0;9.0;2.0;-1.0;1.0;2.0;2.0;2.0;1.0;3.0;2.0;3.0;2.0;3.0;2.0;2.0;3.0
32.0;Argentina;74.0;66+;2.0;Mujer;2.0;2.0;1.0;1.0;8.0;8.0;7.0;7.0;1.0;2.0;2.0;1.0;3.0;1.0;2.0;2.0;3.0;3.0;2.0;2.0;3.0;2.0;3.0
68.0;Bolivia;55.0;46-55;2.0;Mujer;-3.0;;5.0;5.0;8.0;8.0;-3.0;;4.0;4.0;4.0;4.0;-1.0;3.0;3.0;1.0;2.0;3.0;4.0;4.0;4.0;4.0;4.0
68.0;Bolivia;30.0;26-35;2.0;Mujer;-3.0;;1.0;1.0;2.0;2.0;7.0;7.0;2.0;4.0;-1.0;2.0;-1.0;3.0;3.0;1.0;3.0;3.0;2.0;4.0;-1.0;-1.0;-1.0
68.0;Bolivia;39.0;36-45;2.0;Mujer;4.0;4.0;6.0;6.0;9.0;9.0;8.0;8.0;2.0;2.0;2.0;2.0;2.0;3.0;3.0;1.0;3.0;1.0;2.0;3.0;2.0;3.0;3.0
68.0;Bolivia;40.0;36-45;1.0;Hombre;-3.0;;9.0;9.0;3.0;3.0;1.0;1.0;4.0;2.0;2.0;2.0;2.0;3.0;3.0;1.0;3.0;3.0;2.0;4.0;3.0;2.0;2.0
68.0;Bolivia;39.0;36-45;2.0;Mujer;5.0;5.0;5.0;5.0;2.0;2.0;7.0;7.0;1.0;1.0;1.0;1.0;2.0;3.0;3.0;2.0;3.0;2.0;2.0;2.0;2.0;3.0;2.0
68.0;Bolivia;23.0;16-25;1.0;Hombre;5.0;5.0;5.0;5.0;2.0;2.0;8.0;8.0;2.0;2.0;2.0;3.0;3.0;3.0;1.0;3.0;3.0;1.0;2.0;2.0;2.0;3.0;3.0
68.0;Bolivia;75.0;66+;2.0;Mujer;-3.0;;-5.0;;-3.0;;-3.0;;4.0;2.0;2.0;2.0;2.0;1.0;1.0;3.0;1.0;1.0;2.0;3.0;3.0;3.0;3.0
68.0;Bolivia;28.0;26-35;1.0;Hombre;-3.0;;2.0;2.0;5.0;5.0;8.0;8.0;2.0;2.0;1.0;2.0;4.0;2.0;1.0;1.0;1.0;1.0;2.0;2.0;3.0;3.0;3.0
68.0;Bolivia;21.0;16-25;1.0;Hombre;5.0;5.0;8.0;8.0;1.0;1.0;9.0;9.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0
68.0;Bolivia;34.0;26-35;2.0;Mujer;-3.0;;6.0;6.0;8.0;8.0;1.0;1.0;2.0;2.0;3.0;2.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0
68.0;Bolivia;18.0;16-25;1.0;Hombre;-3.0;;6.0;6.0;5.0;5.0;8.0;8.0;4.0;2.0;4.0;4.0;4.0;3.0;3.0;3.0;3.0;3.0;4.0;4.0;2.0;4.0;4.0
68.0;Bolivia;56.0;56-65;1.0;Hombre;-3.0;;8.0;8.0;2.0;2.0;-3.0;;3.0;2.0;2.0;2.0;3.0;3.0;3.0;1.0;3.0;3.0;1.0;3.0;3.0;2.0;2.0
68.0;Bolivia;24.0;16-25;1.0;Hombre;4.0;4.0;6.0;6.0;8.0;8.0;9.0;9.0;3.0;1.0;2.0;2.0;2.0;3.0;3.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0
68.0;Bolivia;54.0;46-55;2.0;Mujer;-3.0;;4.0;4.0;-3.0;;-3.0;;2.0;2.0;2.0;2.0;2.0;1.0;2.0;3.0;1.0;2.0;-1.0;-1.0;2.0;2.0;2.0
68.0;Bolivia;81.0;66+;1.0;Hombre;1.0;1.0;1.0;1.0;6.0;6.0;2.0;2.0;2.0;3.0;3.0;3.0;-1.0;1.0;2.0;1.0;1.0;3.0;1.0;3.0;4.0;3.0;3.0
68.0;Bolivia;30.0;26-35;2.0;Mujer;5.0;5.0;2.0;2.0;5.0;5.0;-3.0;;1.0;1.0;1.0;1.0;1.0;3.0;1.0;1.0;2.0;1.0;3.0;3.0;2.0;3.0;2.0
68.0;Bolivia;62.0;56-65;2.0;Mujer;2.0;2.0;8.0;8.0;-3.0;;-3.0;;4.0;-1.0;4.0;4.0;4.0;-5.0;3.0;1.0;3.0;1.0;4.0;4.0;4.0;4.0;4.0
68.0;Bolivia;26.0;26-35;1.0;Hombre;-3.0;;8.0;8.0;1.0;1.0;3.0;3.0;3.0;2.0;2.0;4.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;3.0;3.0;3.0
68.0;Bolivia;25.0;16-25;1.0;Hombre;4.0;4.0;2.0;2.0;6.0;6.0;8.0;8.0;1.0;2.0;1.0;1.0;4.0;2.0;3.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;2.0
68.0;Bolivia;46.0;46-55;2.0;Mujer;-3.0;;4.0;4.0;-3.0;;-3.0;;2.0;2.0;2.0;2.0;3.0;3.0;3.0;3.0;3.0;3.0;2.0;2.0;2.0;3.0;3.0
68.0;Bolivia;19.0;16-25;2.0;Mujer;5.0;5.0;6.0;6.0;8.0;8.0;7.0;7.0;3.0;3.0;2.0;3.0;3.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0
68.0;Bolivia;21.0;16-25;2.0;Mujer;6.0;6.0;8.0;8.0;6.0;6.0;5.0;5.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;4.0;2.0;2.0
68.0;Bolivia;35.0;26-35;1.0;Hombre;2.0;2.0;8.0;8.0;3.0;3.0;2.0;2.0;4.0;1.0;1.0;-1.0;-1.0;2.0;3.0;1.0;2.0;3.0;4.0;1.0;2.0;4.0;4.0
68.0;Bolivia;60.0;56-65;1.0;Hombre;-3.0;;9.0;9.0;2.0;2.0;7.0;7.0;4.0;3.0;3.0;2.0;2.0;3.0;3.0;1.0;3.0;3.0;1.0;4.0;4.0;2.0;1.0
68.0;Bolivia;35.0;26-35;1.0;Hombre;-3.0;;8.0;8.0;2.0;2.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;3.0;3.0;1.0;3.0;3.0;1.0;3.0;1.0;3.0;2.0
68.0;Bolivia;39.0;36-45;2.0;Mujer;-3.0;;5.0;5.0;7.0;7.0;1.0;1.0;2.0;4.0;2.0;1.0;4.0;1.0;1.0;3.0;1.0;1.0;2.0;1.0;2.0;4.0;4.0
68.0;Bolivia;31.0;26-35;1.0;Hombre;6.0;6.0;8.0;8.0;2.0;2.0;5.0;5.0;3.0;2.0;2.0;2.0;-1.0;3.0;3.0;1.0;3.0;3.0;2.0;3.0;3.0;2.0;2.0
68.0;Bolivia;22.0;16-25;1.0;Hombre;6.0;6.0;8.0;8.0;6.0;6.0;3.0;3.0;2.0;2.0;2.0;3.0;3.0;3.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;3.0
68.0;Bolivia;60.0;56-65;2.0;Mujer;3.0;3.0;1.0;1.0;8.0;8.0;9.0;9.0;1.0;4.0;-1.0;1.0;-1.0;-5.0;1.0;3.0;1.0;1.0;1.0;4.0;4.0;4.0;3.0
68.0;Bolivia;55.0;46-55;2.0;Mujer;-3.0;;8.0;8.0;7.0;7.0;9.0;9.0;2.0;2.0;3.0;2.0;2.0;3.0;3.0;1.0;3.0;3.0;3.0;3.0;2.0;3.0;3.0
68.0;Bolivia;61.0;56-65;2.0;Mujer;-3.0;;8.0;8.0;7.0;7.0;6.0;6.0;1.0;1.0;1.0;1.0;4.0;1.0;1.0;3.0;1.0;1.0;1.0;-1.0;2.0;2.0;4.0
68.0;Bolivia;28.0;26-35;2.0;Mujer;-3.0;;9.0;9.0;8.0;8.0;5.0;5.0;2.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;3.0;2.0;1.0;1.0;1.0;1.0
68.0;Bolivia;29.0;26-35;1.0;Hombre;-3.0;;1.0;1.0;6.0;6.0;8.0;8.0;1.0;1.0;1.0;1.0;-1.0;3.0;2.0;2.0;3.0;2.0;2.0;2.0;1.0;2.0;2.0
68.0;Bolivia;18.0;16-25;1.0;Hombre;5.0;5.0;5.0;5.0;6.0;6.0;8.0;8.0;2.0;2.0;2.0;2.0;3.0;1.0;3.0;1.0;2.0;1.0;2.0;3.0;3.0;2.0;2.0
68.0;Bolivia;60.0;56-65;1.0;Hombre;-3.0;;9.0;9.0;3.0;3.0;2.0;2.0;4.0;-1.0;3.0;4.0;4.0;2.0;3.0;1.0;3.0;3.0;3.0;-1.0;2.0;2.0;-1.0
68.0;Bolivia;40.0;36-45;1.0;Hombre;-3.0;;2.0;2.0;3.0;3.0;6.0;6.0;4.0;2.0;2.0;2.0;4.0;3.0;3.0;1.0;3.0;1.0;1.0;2.0;3.0;2.0;-1.0
68.0;Bolivia;29.0;26-35;2.0;Mujer;6.0;6.0;6.0;6.0;-3.0;;-3.0;;1.0;2.0;2.0;2.0;2.0;3.0;3.0;1.0;2.0;3.0;1.0;1.0;1.0;1.0;1.0
68.0;Bolivia;43.0;36-45;2.0;Mujer;-3.0;;1.0;1.0;-3.0;;-3.0;;4.0;4.0;3.0;1.0;4.0;3.0;3.0;3.0;3.0;3.0;4.0;4.0;4.0;4.0;4.0
68.0;Bolivia;20.0;16-25;2.0;Mujer;6.0;6.0;8.0;8.0;5.0;5.0;6.0;6.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0
68.0;Bolivia;23.0;16-25;1.0;Hombre;5.0;5.0;8.0;8.0;-3.0;;-3.0;;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;2.0;2.0;2.0
68.0;Bolivia;59.0;56-65;2.0;Mujer;1.0;1.0;1.0;1.0;3.0;3.0;9.0;9.0;1.0;-1.0;1.0;-1.0;1.0;3.0;3.0;1.0;3.0;-5.0;1.0;-1.0;2.0;4.0;4.0
68.0;Bolivia;20.0;16-25;2.0;Mujer;2.0;2.0;7.0;7.0;4.0;4.0;5.0;5.0;1.0;2.0;1.0;1.0;1.0;3.0;3.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;1.0
68.0;Bolivia;57.0;56-65;1.0;Hombre;-3.0;;6.0;6.0;8.0;8.0;7.0;7.0;1.0;1.0;1.0;-1.0;1.0;3.0;3.0;1.0;-5.0;3.0;2.0;-1.0;3.0;2.0;-1.0
68.0;Bolivia;75.0;66+;1.0;Hombre;-3.0;;-5.0;;-3.0;;-3.0;;2.0;2.0;1.0;1.0;2.0;2.0;3.0;3.0;1.0;3.0;-2.0;1.0;1.0;-1.0;1.0
68.0;Bolivia;44.0;36-45;1.0;Hombre;-3.0;;2.0;2.0;8.0;8.0;7.0;7.0;3.0;2.0;2.0;2.0;3.0;3.0;3.0;1.0;3.0;3.0;2.0;2.0;2.0;2.0;2.0
68.0;Bolivia;45.0;36-45;2.0;Mujer;-3.0;;1.0;1.0;3.0;3.0;2.0;2.0;1.0;2.0;3.0;4.0;1.0;3.0;2.0;2.0;2.0;3.0;1.0;4.0;2.0;4.0;2.0
68.0;Bolivia;53.0;46-55;2.0;Mujer;-3.0;;8.0;8.0;9.0;9.0;-3.0;;4.0;1.0;3.0;2.0;1.0;1.0;1.0;3.0;3.0;1.0;4.0;2.0;3.0;1.0;2.0
68.0;Bolivia;21.0;16-25;2.0;Mujer;0.0;0.0;3.0;3.0;7.0;7.0;8.0;8.0;1.0;4.0;3.0;2.0;2.0;2.0;1.0;2.0;1.0;3.0;1.0;2.0;4.0;3.0;3.0
68.0;Bolivia;37.0;36-45;1.0;Hombre;-3.0;;6.0;6.0;8.0;8.0;9.0;9.0;2.0;2.0;2.0;2.0;-1.0;3.0;3.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;-1.0
68.0;Bolivia;24.0;16-25;1.0;Hombre;5.0;5.0;3.0;3.0;8.0;8.0;1.0;1.0;1.0;3.0;4.0;4.0;3.0;3.0;3.0;3.0;3.0;3.0;2.0;2.0;3.0;1.0;2.0
68.0;Bolivia;23.0;16-25;2.0;Mujer;-3.0;;2.0;2.0;7.0;7.0;-3.0;;1.0;2.0;1.0;2.0;2.0;3.0;1.0;2.0;2.0;3.0;2.0;3.0;3.0;2.0;2.0
